"submission_date","reviewer_id","product_id","product_name","product_brand","site_category_lv1","site_category_lv2","review_title","overall_rating","recommend_to_a_friend","review_text","reviewer_birth_year","reviewer_gender","reviewer_state",,,,,
"2018-01-05 19:46:22","cd76290ff171ea3a80bd9bc1ff27543f7cd4a28aee588d8e97d9805d15531de0",130788449,"Escova Soft Brush 1000W - Philco","philco","Beleza e Perfumaria","Aparelhos elétricos para cabelo","Muito boa",5,"Yes","Gostei muito do produto, seca bem rápido, super leve e fácil de manusear... e chegou bem antes do prazo! Americanas sempre mandando email de atualização da entrega, adorei !","null","F","PR",,,,,
"2018-01-05 19:48:41","e18e6addad351da64d22927ca9a5fe3e0f1c97f8c0502d38152f216373378cfd",128738936,"Smartphone Quantum Dual Chip Müv Pro Desbloqueado Android Tela  5.5"" 16GB  3G/4G/Wi-Fi Câmera 16MP Mirage Gold - Dourado","null","Celulares e Smartphones","Smartphone","Produto não presta",1,"No","Comprei um faz um ano e dois meses, já foi a assistência 2 vezes com o mesmo defeito e o problema não foi solucionou. Smartphone horrível!",1989,"F","PB",,,,,
"2018-01-05 19:49:45","de1097de31d436a5dc8c8f4a0fa54a607a98d7a673f1df7b2d1fe4a47da62ce8",121369832,"Game - X-Plane 10: Edição Limitada - PC","laminar research","Games","PC Gaming","Nao reconhece meus paineis de voo da Saitek",1,"No","Nao reconhece meus paineis : SWITCH PANEL SAITEK. MULTI PANEL SAITEK. Reconheceu apenas o YOKE E THROTLE, Como posso fazer a simulaçao apenas com o YOKE sem os paineis de voo. Entrei em contato com o suporte e disseram que teria que baixar os drivers que por sinal ja foram baixados,o computador reconhece os paineis,porem o XPLANE 10 NAO. Estou no aguardo de uma resposta do suporte da BOXWARE para soluçao do problema. Conto com a ajuda de voces para soluçao do problema. Att. Tarcisio 15-997777957 mikrosom@bol.com.br",1967,"M","SP",,,,,
"2018-01-05 19:51:29","45f0aed8eea88bc74c22e52ab6886d82d3af92bc1c43dbb4c2c688a32194f682",124946041,"Cafeteira Elétrica Philco PH14TEMP 700ml Metal Preto e Inox","philco","Eletroportáteis","Chaleira Elétrica","gostei muito do produto recomendo!",5,"Yes","Produto de excelente qualidade, superou minhas expectativas, a entrega foi feita antes do prazo, parabéns às lojas americanas pela ótima qualidade de seus serviços! Recomendo a todos, tanto o produto cafeteira Philco, quanto a loja.",1968,"F","PA",,,,,
"2018-01-05 19:52:14","78de11085348237cbde2c8e6138fb2642e45c1596ef0b6208a49b8f07f41e52b",131501702,"Notebook Dell Inspiron i15-5567-A40C Intel Core 7 i7 8GB (AMD Radeon R7 M445 de 4GB) 1TB Tela LED 15,6"" Windows 10 - Cinza","dell","Informática","Notebook","Amei !",4,"Yes","gente gostei muito.. achei o notbook certo para me ajudar nos trabalhos da faculdade.. Não tive nenhum problema com ele, já estou com ele tem 5 meses, satisfeita. Indico para quem usa Muiiito.. no trabalho e na faculdade.. ele tem 8gb e é o processador mais avançado, o Core i7 .... bom e barato.",1998,"F","PR",,,,,
"2018-01-05 19:54:29","036e50e54cd7ee17f03874a88544efe028af83e04ab003c95b76271d99428228",27545644,"Rodo Mágico De 27 Cm Super Absorvente + 3 Refil Extra Grátis","null","Utilidades Domésticas","Material de Limpeza","ótimo Rodo",4,"Yes","O Rodo Mágico é eficaz, prático e rápido para a limpeza, eu recomendo.",1964,"F","RJ",,,,,
"2018-01-05 19:55:00","023f099c31578a6425bab060c1b0eb1ff05ce4ddebfdcbb52a55601fc4cc0c1f",124420138,"Game - Just Dance 2016 - WiiU","ubisoft","Games","Nintendo Wii U","Entrega não Realizada",1,"No","O produto não pode ser avaliado simplesmente porque ainda não chegou... o prazo de entrega era 19/12/2017. Já notifiquei as Americanas providências e nada aconteceu até agora.",1946,"F","RJ",,,,,
"2018-01-05 19:55:42","db57d3b5038a4f8e990e99f1071214aa5a088e95fda05a9392bd3902b4340db6",21745340,"Tapete Shaggy Pelo Alto 200 X 240 Cm - Bege Tapetes Saturs","null","Cama, Mesa e Banho","Tapetes","Anúncio com medida errada do tapete",3,"Yes","O tapete não tem as medidas conforme o anúncio, recebi um tapete com as medidas de 200 x 230, paguei pela medida de 200 x 240 receberei a diferença?",1980,"F","SP",,,,,
"2018-01-05 19:57:10","80aad0bd4cfd7201aa6da3266e311faf1191eca82ed2bd46ee6e9ae91701e1c4",24310150,"Capa Chuva Alba Europa Nylon","null","Automotivo","Vestuário para Motociclistas","Muito bom o produto.",4,"Yes","Material excelente. Entrega rápida e acessível. Gostei muito.  Obrigada!",1984,"F","MG",,,,,
"2018-01-05 20:01:02","1c379d96976efe33ccf355ca4c1c1d420052100c54a66c40dc767df2dc278d69",131787173,"Bicicleta Infantil Bandeirante Liga da Justiça Aro 14","null","Brinquedos","Bicicleta Infantil","Muito bom!",5,"Yes","Gostei do produto e como sempre da rapidez da Americanas.",1982,"M","SP",,,,,
"2018-01-05 20:01:32","8e1e249268acd979e417b19f0c08f93be35fa951896b050f07727ebe9c76bd63",27114276,"Plafon Led Sobrepor Redondo 24w Ledt24 Abalux 6500k Luz Branca","null","Decoração","Luminária","Ótimo produto! Gostei muito!",5,"Yes","O produto respondeu às minhas expectativas! Recomendo!",1970,"F","RJ",,,,,
"2018-01-05 20:11:36","fac2d20cc7171e994b8899bc2526bb032c863d7752bb9762d3d4a1fc66f885c5",127005968,"Pipoqueira Elétrica Britania Pop Time VM","britania","Eletroportáteis","Pipoqueira","Show",4,"Yes","Muito boa qualidade e faz uma pipoca show de bola,ótimo pra convidar os amigos pra aquele filminho",1983,"M","SP",,,,,
"2018-01-05 20:11:56","52b8c1003a8e62df727d74e6b4bc6a96de20fd8d53bcfead52507d89048b3de9",25751794,"Smartphone Xiaomi Redmi Note 4 Dual 64gb Tela 5.5 Polegadas 13mp Cinza","null","Celulares e Smartphones","Smartphone","Muito bom",3,"Yes","Muito bom. Mas ñ veio a capinha e nem a película q dos concorrentes vem.",1979,"F","SP",,,,,
"2018-01-05 20:16:26","b32d861cad1561ad7e4981e7ebe81b237157aa63d11aec3dc050c9cb968852ef",123919594,"Ventilador de Parede Ventisol Oscilante New Preto Grade Premium 3 Velocidades - 60cm","ventisol","Casa e Construção","Climatização","PRODUTO DE ÓTIMA QUALIDADE",4,"Yes","ÓTIMO PRODUTO , ATENDEU BEM MINHAS EXPECTATIVAS. ENTREGA BEM RÁPIDA, RECOMENDO.",1968,"M","PR",,,,,
"2018-01-05 20:17:06","cb8d8d7a93c7fe59e67770e36c0cacd9d515500f3a6c52e51b1018fb745c65c0",15143549,"10 Lâmpadas Led 12w Bulbo Bivolt E27 90% Mais Econômico 6000k","null","Casa e Construção","Iluminação","Gostei muito do produto",5,"Yes","Entregou super Rápido, com três dias após a compra, já estava em minhas mãos.",1987,"M","SP",,,,,
"2018-01-05 20:18:51","ed39a7789067f32e7a3f11db7f6cedefa18e11ddad593eb1f70667ee6bb04018",132538304,"Notebook Essentials E25s Intel Celeron Dual Core 4GB 500GB Tela LED HD 14"" Windows 10 Preto - Samsung","null","Informática","Notebook","muito bom /super rápida a entrega",5,"Yes","Recebi um email que o produto estava a caminho e no mesmo dia chegou ! Como recebi hoje, ainda estou observando, porem tudo indica que está tudo bem. O notebook é lindo e espero que me traga muitas alegrias.... Já vi videos e baixei arquivos e tudo ok.",1966,"F","SP",,,,,
"2018-01-05 20:19:31","2997b45c2c9c2e69ac50e312049d9d98cbf7ed0360c239ff8923ce5b4f5120d0",29399502,"Sof? 3 Lugares American Comfort Floren?a em Tecido Suede","null","Móveis","Sofá","Infelizmente não veio o que eu queria",2,"No","Comprei o sofá bege conforme opção de cores anunciado. Veio cinza claro e muito sujo parecendo de mostruário apesar de ter chegado enrolado em um pano.  O modelo é  lindo e a entrega foi muito rápida. Já solicitei a troca do produto mas até agora não obtive resposta. Quando ligo para atendimento americanas , me perguntam se já enviei o produto pelo correio, dá vontade de rir.  Fiz a compra dia 12/12/17, recebi o produto dia 26/12 e pedi o cancelamento dia 28/12 e até agora, nada, enviei até foto do produto que recebi sujo e com a cor errada. Já escolhi outro modelo da mesma empresa Varejos Brasil.  Tatiana",1958,"F","MG",,,,,
"2018-01-05 20:24:41","16a81208d41dfcf78ec1bef0ff4b9e90ad0eb90281f6d94c40fc6cf43e07616c",130321195,"Cafeteira Expresso Nescafé Dolce Gusto Mini Me Arno Preta/Vermelha 15 Bar","arno","Eletroportáteis","Cafeteira","Gostei muito do produto",5,"No","A cafeteira é muito boa,as bebidas saem quentinhas e saborosas,assim deixando nosso dia muito mais prático e delicioso",1998,"M","SP",,,,,
"2018-01-05 20:25:36","415327e6a0715432a69bc46abeaf81c9efb0720d4ffc14395d15b63970426d7a",10877344,"Pó Facial Hd Translúcido 9g Vult","null","Beleza e Perfumaria","Maquiagem","Gostei muito do produto da Vult!!",4,"Yes","O Pó Translucido chegou antes do prazo, estava muito bem embalado e contia muito produto, até me surpreendi com tamanha quantidade!!",1999,"F","RS",,,,,
"2018-01-05 20:25:54","be285bbc721c5b6518e6f45d5e70d13979032f491f9829f0d50181fcf228a1a8",128011681,"Smartphone Samsung Galaxy J7 Metal Dual Chip Android 6.0 Tela 5.5"" 16GB 4G Câmera 13MP - Preto","samsung","Celulares e Smartphones","Smartphone","Smartphone Samsung Galaxy J7",5,"Yes","aparelho bom de se usar barato em promoção satisfaz os meus desejo a loja mim atendeu perfeitamente rapidez segurança melhor que tudo ja estar nas minhas mão nota 10",1955,"M","RJ",,,,,
"2018-01-05 20:29:17","be5b8b9a2715af8eae72b9236d8aa9243787266acdd01ed364b65f467b2d1e9b",132444738,"Smartphone Motorola Moto G5S Plus Dual Chip Android 7.1.1 Nougat Tela 5.5"" Snapdragon 625 32GB 4G 13MP Câmera Dupla - Platinum","null","Celulares e Smartphones","Smartphone","Motorola G5S",5,"Yes","Estou no início da minha avaliação, nas estou gostando muito, a duração da bateria é um dos destaques",1963,"M","SP",,,,,
"2018-01-05 20:33:02","c026f899aaaa6733ebe160754452fd419e4566a201d439290a8e25fb0b5cbe16",132444092,"Smartphone Motorola Moto G 5S Dual Chip Android 7.1.1 Nougat Tela 5.2"" Snapdragon 430 32GB 4G Câmera 16MP - Platinum","null","Celulares e Smartphones","Smartphone","Gostei",5,"Yes","Aparelho de excelente qualidade, sem aplicativos pré-instalados (android puro), câmera de ótima qualidade, bonito, rápido e não trava, tem uma excelente performance.",1985,"M","PR",,,,,
"2018-01-05 20:33:35","c026f899aaaa6733ebe160754452fd419e4566a201d439290a8e25fb0b5cbe16",131157729,"Smartphone LG K10 Novo Dual Chip Android 7.0 Tela 5,3"" 32GB 4G 13MP - Preto","lg","Celulares e Smartphones","Smartphone","Gostei",5,"Yes","Aparelho de excelente qualidade, câmera de ótima qualidade, bonito, rápido e não trava, tem uma excelente performance.",1985,"M","PR",,,,,
"2018-01-05 20:34:30","3cca532a6944f73b27e121595ed2be8c4c91e9bf124381f916539f9a384f96fe",27161749,"Agenda 2018 Pooh M4 Espiral Turma Tilibra","null","Papelaria","Agendas e Calendários","Agenda 2018",3,"No","Pensei que a agenda fosse maior. Não gosto de agendas pequenas. E essa ainda divide o sábado e domingo na mesma filha!","null","F","RJ",,,,,
"2018-01-05 20:36:29","3cca532a6944f73b27e121595ed2be8c4c91e9bf124381f916539f9a384f96fe",27320222,"Estojo Tubo Quadrado Jolie Pet Tilibra","null","Papelaria","Estojos e Necessaires","Produto bom, bonito e barato!",3,"Yes","Atendeu minhas expectativas.  Exatamente como no anúncio.","null","F","RJ",,,,,
"2018-01-05 20:36:31","98c844bf8a60a2ba9a108c4024ac211ae115297c990f400d8fc9a9f9f75aca05",18215154,"Extensão Interna Para Vídeo Porteiro Iv 4010 Hs In - Intelbras","null","Sinalização e Segurança","Manutenção e Segurança Elétrica","Eu nao recebi o produto.",1,"No","A loja americanas informa que eu recebi o produto  e quer que eu avalie porém o produto não foi entregue",1977,"M","RJ",,,,,
"2018-01-05 20:38:23","3cca532a6944f73b27e121595ed2be8c4c91e9bf124381f916539f9a384f96fe",29776119,"Sapato Social Masculino Em Couro E Shoes 3004 + Carteira Calçadeira Meia E Cinto","null","Moda","Masculino","Gostei",4,"Yes","Produto igual ao anunciado. Gostei!  Espero que o presenteado goste também!","null","F","RJ",,,,,
"2018-01-05 20:47:00","8190bcb9181a9e1e126b3496ed6e21cfa1c8190ec03580fdded49bd35d6d2838",17480089,"Botox Capilar - Btox Capilar Argan Oil 1kg - Forever Liss","null","Beleza e Perfumaria","Cabelo","Produto falso",1,"No","Comprei o produto é falso levei em uma perfumaria grande para comparar pois desconfiei na descrição do produto diz naoconter formol porem tem um cheiro muito forte que chega arde os olhos, chegando na perfumaria a textura o cheiro e a cor do produto são diferentes, passei o produto o cabelo ficou super pesado e com cheiro de progressiva barata, tive muita dificuldade para secar o cabelo pois o produto grudou ... enfim produto completamente falso",1996,"F","SP",,,,,
"2018-01-05 20:48:34","7a08e2d2af847c428680503496a11e39f9d7ff0f68976e24402619f16ae08187",121825341,"Bebedouro de Água Cadence Pure Vità Elegant BEB101 Branco","cadence","Eletroportáteis","Bebedouro e Purificador de Água","O produto nao funciona conforme o esperado",1,"No","Comprei o produto em torno de uns 2 meses e desde o dia que recebi ele fica ascendendo e apagando a luz da opção gelado . E desde então a agua nao gela direito ja mandei e-mail ja fui em loja física e ninguem resolve o meu problema.",1998,"F","SP",,,,,
"2018-01-05 21:00:12","be29b24c0afa787923a5410f83b898db67ee78771898c6c40465b1ccaf398dc6",25904681,"Combo 2 Unidades Emagrecedor Termogênico Desodalina 600mg 60 Cápsulas Sanibras","null","Suplementos e Vitaminas","Emagrecimento","Adorei o produto",5,"Yes","Gostei muito. Em menos de um mês de uso já notei a diferença.",1988,"F","RJ",,,,,
"2018-01-05 21:00:44","c452f36d6c3fb8b77df618ffed55bc2ca6a3228a25fbb40187be3cf1074f8b61",131467428,"Smartphone LG K4 NOVO Dual Chip Android 6.0 Marshmallow Tela 5"" Quadcore 8GB 4G Câmera 8MP - Titânio","lg","Celulares e Smartphones","Smartphone","Atendeu minhas expectativas",3,"Yes","Bom aparelho, câmera boa, chegou no prazo determinado.",1989,"F","PE",,,,,
"2018-01-05 21:04:31","a35f58d9abeff27a207a630c7c0ef579621da9ef99ffed67ba725f446fe24f73",124802216,"Batedeira Cadence BAT550 Orbital Orbit Black Premium 8 Velocidades Preto/Inox - 400w","cadence","Eletroportáteis","Batedeira e Acessórios","Eu não posso opinar nada, porque até o momento ainda não recebi o produto não sei por qual motivo!!!",1,"No","Péssima comunicação da empresa comigo que sou cliente e consumidor....Ainda não recebi o meu produto, e nem a empresa mandou nenhum código de rastreio ou qualquer informação !!!",1976,"M","BA",,,,,
"2018-01-05 21:07:15","9eb6570917a76d761d4f311cb3085627c475226ae026856e420d27258d045e80",127860649,"Lavadora de Roupas Brastemp 9kg BWS09AB Branca","brastemp","Eletrodomésticos","Máquina de Lavar e Tanquinho","Máquina de lavar Brastemp",5,"Yes","A americanas está de parabéns entregaram a mercadoria na data certa quê marcaram de intregar produto veio conforme o pedido muito bom gostei muito.",1979,"M","BA",,,,,
"2018-01-05 21:08:36","4f569833b075b66d45a79e32b8e84ea28055d89edac91557031bda65c0123f47",24612799,"Kit 14 Chapas Tatame Tapete Eva Infantil Fitness Ginastica Colorido Best","null","Bebês","Desenvolvimento e Diversão",10,5,"Yes","Eu recomendo é um excelente produto eu recomendo o meu filho adora brincar em cima dos tatames",1982,"F","SP",,,,,
"2018-01-05 21:11:08","4f569833b075b66d45a79e32b8e84ea28055d89edac91557031bda65c0123f47",11575285,"Bóia Poltrona Inflável C/ Porta Copos Para Piscina - Mor","null","Brinquedos","Praia e Piscina",10,5,"Yes","Eu amei o produto recomendo pra todos independente da idade pq ela é boa pea todos que for  usar",1982,"F","SP",,,,,
"2018-01-05 21:13:50","a7ee0fcb5c2c27009b65d520193a37a01e999d47e9cbf60b5eb635d2d699a80e",24207423,"Conjunto 6 Cabides Piccolino 31 X 4 X 16,1 Cm - Branco - Coza","null","Utilidades Domésticas","Cabide, Cestos e Varal de Roupas","Péssimo site para compras",2,"No","o produto q eu procurava estava disponível no site, mas quando eu efetuava a compra e aguardava a entrega  me diziam que não tinha em estoque. Este produto realmente nao era o q eu precisava. Site péssimo, não indico pra ninguém comprar com vcs!",1978,"F","SP",,,,,
"2018-01-05 21:22:29","e48d6c860fb974c68c32306d6c80755cfd2c98a6ce6b5ce3ad6511fbf8230b45",7074946,"Mini Móbile Bichinhos - Fisher Price","fisher price","Bebês","Berçario","produto otimo",4,"Yes","PRODUTO IGUAL AO ANUNCIADO, RECOMENDO A TODOS......",1986,"M","SP",,,,,
"2018-01-05 21:22:33","5e38f07eede864a90069547d2b459cee8bfa3a0895b646db2d5df2186121c77e",12109039,"Polo Piquet Richards Com Bordado","richards","Moda","Masculino","Gostei",5,"Yes","Muito bom cumpriu o prometido, parabéns, eu indico para todos amigos e familiares.",1991,"M","PE",,,,,
"2018-01-05 21:22:49","af7f71d6a4e352c5ce7c3afcf19f8bcd60ce4e4233b09c1474b214ad2edbd8a2",123919826,"Ventilador de Teto Ventisol Fênix Branco 3 Pás CV3 Premium - 110 ou 220V","ventisol","Casa e Construção","Climatização","Ótimo",5,"Yes","Está pedindo para eu escrever um texto maior. Agora sim estou escrevendo um texto maior, também não está grande não, vamos ver se vai dar certo. Só queria falar que o ventilador é ótimo.",1997,"M","MG",,,,,
"2018-01-05 21:25:28","c8d34f4171430ad9d2d63ebd8e32eb083672fbdd6fac61ca4830919689b65b4d",27776244,"Iron Man - Mark XLIII Quarter Scale - Avengers: Age of Ultron - Hot Toys","null","Brinquedos","Bonecos","Elogio",5,"Yes","Otimo produto. Só esperando chegar o Hulk, Thor e capitão América para completar a coleção.",1972,"M","RJ",,,,,
"2018-01-05 21:26:12","2a76509c4784d4f115df76d796a642670d346f823857031928cf4e181b651d5f",131234763,"Chaleira Elétrica Cadence Thermal CEL370 1,7L Preta - 1850W","null","Eletroportáteis","Chaleira Elétrica","Não gostei",2,"No","Funciona, mas a chaleira desliga em modo temporário, ou seja, quando a água esfria ela liga novamente mesmo sem água.  Por isso aconselho sempre tirar da tomada.  A agua não chega a borbulhar e já desliga em modo temporário. Não gostei.",1987,"F","SC",,,,,
"2018-01-05 21:32:27","a647f49e6bd033b59ffb81456bcde2aef70581a0ae4ae969bb6f539ce8ec6772",24646934,"Home Theater HT-12 Subwoofer, 5.1 Canais, USB, 75W RMS - Mondial","null","TV e Home Theater","Home Theater","Ótimo produto",4,"Yes","Rápida entrega , se adequou perfeitamente ao ligar pretendido",1999,"M","SP",,,,,
"2018-01-05 21:33:35","45c7ce5f97e8f0894efaeb4690d070ae7fc045d20bb315de7aa46045fd02fe7d",119847621,"Mesa para Escritório ME4109 Fresno - Tecno Mobili","tecno mobili","Móveis","Mesa","PRODUTO MUITO BOM",4,"Yes","A princípio produto bom, resistente. Recém montado, ainda é cedo para saber se é durável. Contudo sem queixas até o momento.",1956,"F","RS",,,,,
"2018-01-05 22:29:39","1089f2df9f14900c17df8eb0aa999c5329551edbe69a57915fb4b6110f4c5fd6",27609100,"Luva Crossfit Grip Couro Legítimo Pro Trainer - Pink","null","Esporte e Lazer","Musculação e Fitness","Ótimo produto",5,"Yes","Perfeito compra ótima sie maravilhoso entrega rápida e tudo certinho ameiiii",1987,"F","SP",,,,,
"2018-01-05 22:45:26","2bd505b9eff055f62af2497fe13b933a3026c0da405448499b4b9231c4fb3f53",132381765,"Smart TV LED 43"" Samsung 43MU6100 UHD 4K HDR Premium com Conversor Digital 3 HDMI 2 USB 120Hz","null","TV e Home Theater","TV","samsung 43 polegadas",5,"Yes","tv espetacular som e imagem perfeitos vale cada centavo .",1971,"M","SP",,,,,
"2018-01-05 22:56:58","316babd4f9f87dc80e0356d545ef83d93edd6dcb4810c8f16ea8c2914eb32b66",132539948,"DVD - Prison Break: A Quinta Temporada Completa","null","Filmes e Séries","Ação","Gostei muito do Produto",5,"Yes","O produto chegou perfeito, tudo direitinho. Seriado muito legal.",1988,"M","SP",,,,,
"2018-01-05 22:57:41","1b8610a7a975b4620e577ea20c9f7e822b23bdef97fb0725d691281cd796195f",20813254,"Computador Intel Core i5 3.4ghz, 8GB DDR3, 1TB, HDMI, áudio 5.1, Monitor LED 19.5 EasyPC Standard","null","Informática","Computadores e All in One","Não recebi o produto",1,"No","Recebi o software mas o computador não veio e as parcelas estão sendo descontadas do cartão normalmente",1970,"F","SC",,,,,
"2018-01-05 23:16:22","e77ce8b857d005153bf8d918a4b174f9562cef9b370077daa06b3065f11be3a8",116395251,"Cafeteira Elétrica Cadence Single CAF114 com 2 Xícaras - Amarelo","cadence","Eletroportáteis","Cafeteira","Gostei do produto, porém veio faltando colher dosadora.",3,"Yes","Cafeteira é linda,atendendo minha necessidade, porém veio faltando a colher dosadora de pó de café, induzido ao erro na quantidade e fazendo com que o mesmo transborde, deixado a bebida com resíduos de pó.",1980,"F","RJ",,,,,
"2018-01-05 23:47:14","0410c90048cc4ef57fd349e6dcdf45e0896b19ceac117ef361798057a3fd00db",25969436,"Tablet 7"" Quadcore 8GB P AND5.1 How HT704","null","Informática","Tablet e iPad","Nao gostei",1,"No","Desse jeito eu não vou comprar mesmo . Depois desses comentários","null","null","null",,,,,
"2018-01-06 00:07:45","2493af8d2e91f9fba665757f907f53d1ef4e2fd4e24f5c45501b293a2ea27424",129974965,"Gear S3 Classic Prata - Samsung","null","Wearable","Smartwatch","Horrível. Depois d um.mes de espera, nao veio o produto q eu paguei, veio um outro relógio",3,"Yes","Horrível. Depois d um mês d espera, nao veio o produto q eu paguei, veio um outro relógio. E ainda nao devolveram meu dinheiro 1.500 reais. Q decepção, loas Americanas!!!",1979,"M","DF",,,,,
"2018-01-06 00:10:54","65b0059d8c16b15e979dc85324705ef1e7222f859879fb7f9d0722ca4dbde9e1",16856864,"Chapinha Nano Titanium Profissional Ate 450°f - BIVOLT - Rosa","null","Beleza e Perfumaria","Cabelo","Veio com defeito",1,"No","Demorou 1 mês pra chegar na minha casa e além disso veio com defeito (não esquenta)","null","F","RJ",,,,,
"2018-01-06 00:21:57","ca663b588d9ab55e499ad36d10005f6ad3417e79e1ab273a67e188b09d75dfd0",7477355,"Blu-ray AC/DC - Live At River Plate","null","Música","Rock Internacional","Loja golpista!!!",5,"Yes","Na descrição consta como importado, mas recebi um produto Nacional, desrespeito com o consumidor!!!",1984,"M","RS",,,,,
"2018-01-06 00:46:12","0f2d193cb8d88014a2bd313efe4c903653608c53926cee29738655bd7eb3cd79",7431179,"Perfume Beauty Feminino Eau de Parfum 100ml - Calvin Klein","null","Beleza e Perfumaria","Perfumaria","Perfume eclético.",5,"Yes","Esse perfume é maravilhoso pessoal, quem está na dúvida em adquiri-lo, fique tranquilo, pois o mesmo tem um cheiro suave mas ao mesmo tempo marcante, que desperta o interesse nos outros em saber qual perfume é esse. Fragrância que permite usá-lo tanto à noite ou ao dia, sem causar enjoo por causa do clima quente do Brasil. Espero ter ajudado!",1987,"F","ES",,,,,
"2018-01-06 01:07:37","abdf782705fec97592628a670ca42284e9f98783f16bc98ab0885d249a7aef3a",130283598,"Cômoda Havana Master Hannover 2 Portas 4 Gavetas - at.home by Santos Andirá","at.home","Móveis","Cômoda","Adorei o produto..",4,"Yes","Essa cômoda e muito boa.com bastante espaco pra guarda as roupas.inclusive dar até pra colocar roupa de cabide nele.excelente","null","null","null",,,,,
"2018-01-06 01:30:03","c7256a5f0a9ac9bd9864b06d0bfa8bf8359a5387778e46f9ac2606e6df380a83",27874909,"Celular Mirage 61f Dual Chip Tela 1.8 Câmera Mp3 Rádio Fm Bluetooth E USB Branco - 1101","null","Celulares e Smartphones","Celular Básico","Celular muito bom",4,"Yes","Podem comprar sem medo otimo recomendo para todos produto muito bom atedimento de primeira. Celular atende todos os requisitos",1972,"M","MG",,,,,
"2018-01-06 01:41:00","4a3524128b80cb0cf4007de34122e462d74bdef55de83283cf9181822ca5e106",127537251,"Carrinho Smart Passeio e Pedal Azul - Brinquedos Bandeirante","brinquedos bandeirante","Brinquedos","Mini Veículos","PRODUTO VEIO TODO RISCADO",2,"No","PRODUTO ATRASOU A ENTREGA E VEIO TODO RISCADO COMO SE FOSSE USADO COMO ESTAVAMOS NA VESPERA DO NATAL E ERA PRESENTE NAO DEU TEMPO PARA PEDIR TROCA",1949,"M","SP",,,,,
"2018-01-06 01:59:07","e28543d6df2608f8e1ba1e853f40f337077731676fe029c469fee83f2ffb3056",12248730,"Celular Para Idosos DL YC 130 Preto, Dual Chip, Câmera, Rádio FM","null","Celulares e Smartphones","Celular","Ótimo",4,"Yes","Excelente para as pessoas de mais idade. Números grandes e a tela bem ampla!!!",1987,"M","RJ",,,,,
"2018-01-06 02:08:14","fc88721dbadeb51846e23080669e0095d63461c0d3706fff59581adfe7e33859",26160798,"Livro Declaração De Fé Das Assembleias De Deus","null","Livros","Religião","excelente",5,"Yes","recebi antes da data que foi agendada muito bom com sertesa eu recomendaria a outra pessoa",1975,"M","RJ",,,,,
"2018-01-06 02:42:53","b0d3e8dd3978bbbd8d30736348235796ca59d96c0e102c762b318a6d09611710",132429722,"Smart TV LED 42"" Philco PH42F10DSGWA Full HD com Conversor Digital 2 HDMI 2 USB Wi-Fi Sleep timer 60Hz Preta","null","TV e Home Theater","TV","Dúvida",3,"Yes","Queria saber se tem Netflix nessa tv. Alguém me fala aí.","null","null","null",,,,,
"2018-01-06 02:51:32","45d6ef648697e5f1f8fe250cb4d3f4e142a071fc78124d9c37d12455dc4af329",127706959,"Cortina Capadócia Lisa 180x280cm Branca - Santista","santista","Cama, Mesa e Banho","Cortina","Gostei",4,"Yes","Gostei da cortina ela é fininha e eu queria assim mesmo pois não tinha a intenção de deixar o ambiente escuro enfim ... é bonita",1988,"F","SP",,,,,
"2018-01-06 02:55:25","45d6ef648697e5f1f8fe250cb4d3f4e142a071fc78124d9c37d12455dc4af329",21508429,"Máscara De Hidratação Pós Progressiva Liso Absoluto 250g Haskell","null","Beleza e Perfumaria","Cabelo","Bom",3,"Yes","É bom achei q afinou um pouco meu cabelo mas aos poucos estou vendo resultados positivos deixa um cheiro muito gostoso",1988,"F","SP",,,,,
"2018-01-06 03:16:09","9038c5201aa33f7026045c3c82e4d968c0f6a9381a19ec5fff9cf89b80425232",129555613,"Smartphone Asus Zenfone 3 Dual Chip Android 6 Tela 5.5"" 64GB 4G Câmera 16MP - Preto Safira","asus","Celulares e Smartphones","Smartphone","Produto de qualidade",5,"Yes","Parabéns Americanas pela rapidez na entrega e controle da logística onde podemos acompanhar. Asus Zenfone 3 me surpreendeu com qualidade e designer, sempre usei outras marcas e no início fiquei apreensiva, porém  estou muito satisfeita com o celular seu processador é rápido, não tem lentidão, câmera frontal perfeita, câmera traseira  tem que ser melhorada a resolução, bateria tem duração excelente, só para ter ideia quando chega 2% vc pode usar por 1 hora tranquilo, fiz o teste demora muito  e uso diversos aplicativos por dia, super recomendo, compre sem medo é melhor que as concorrentes.",1989,"F","CE",,,,,
"2018-01-06 03:23:00","2641fdb7657d88a5e22ce2db585dc62e6e893da36be1afd2a722e24a4fd55100",10565785,"Camiseta The Flash (Logo) Masculina","null","Moda","Masculino","Não gostei",2,"No","Cores desbotadas imagem diferente da foto muito diferente do que imaginava só não devolvi devido a burocracia pra troca ou reembolso.",1968,"F","SP",,,,,
"2018-01-06 03:25:16","0dfb14ce5ff6717ff5c5f17a0f79a73ad2c2d0488aca988588c2d15aaf6c35d3",29621952,"iPhone 6S Plus Apple Ouro Rosa 16GB Tela 5.5"" IOS 9 Touch ID 4G Câmera 12MP - Apple","null","Celulares e Smartphones","Smartphone","Muito bom",5,"Yes","Excelente produto! Recomendo, apesar da entrega ter demorado um pouco.",1996,"F","RJ",,,,,
